,hour,minute,Carbon Intensity gCO₂eq/kWh (direct) median,Carbon Intensity gCO₂eq/kWh (direct) mean,Carbon Intensity gCO₂eq/kWh (direct) percentile_25,Carbon Intensity gCO₂eq/kWh (direct) percentile_75,Carbon Intensity gCO₂eq/kWh (LCA) median,Carbon Intensity gCO₂eq/kWh (LCA) mean,Carbon Intensity gCO₂eq/kWh (LCA) percentile_25,Carbon Intensity gCO₂eq/kWh (LCA) percentile_75,Low Carbon Percentage median,Low Carbon Percentage mean,Low Carbon Percentage percentile_25,Low Carbon Percentage percentile_75,Renewable Percentage median,Renewable Percentage mean,Renewable Percentage percentile_25,Renewable Percentage percentile_75
28,7,0,295.815,293.77434782608697,270.1375,323.7875,381.39,376.76130434782607,347.39,414.445,40.585,41.68554347826087,34.932500000000005,47.175,35.015,35.18608695652174,30.05,39.379999999999995
29,7,15,289.96375,285.98970108695653,261.52374999999995,315.47,373.22625000000005,367.7875815217392,335.8375,403.903125,42.45625,43.204891304347825,36.623125,48.399375,37.13875,37.15453804347826,31.581249999999997,40.825625
30,7,30,284.9525,278.2050543478261,256.10625000000005,306.47875,367.1775,358.8138586956522,332.2425,395.84625,44.265,44.72423913043478,38.24875,49.292500000000004,39.2775,39.12298913043478,34.10875,42.25875
31,7,45,277.29499999999996,270.42040760869565,250.99875,298.88687500000003,355.2975,349.8401358695652,324.9175,384.38125,45.870000000000005,46.24358695652174,40.442499999999995,50.808749999999996,40.9725,41.0914402173913,36.33875,44.27375000000001
32,8,0,266.105,262.6357608695652,238.845,288.40999999999997,344.65,340.86641304347825,312.2,372.02,47.035,47.76293478260869,42.255,52.4825,42.75,43.05989130434782,38.365,46.19
33,8,15,263.40625,258.910597826087,234.818125,283.48687500000005,340.91875000000005,336.55975543478263,305.943125,366.686875,47.56,48.481847826086955,43.191874999999996,53.331875000000004,43.57625,44.11054347826087,39.474375,47.414375
34,8,30,259.70500000000004,255.18543478260872,228.81375,280.14875,337.56,332.25309782608696,299.87375,363.6725,48.3725,49.20076086956522,44.46125,54.33125,44.735,45.16119565217391,41.25625,48.68875
35,8,45,257.11125000000004,251.46027173913043,222.80937500000002,276.8625,335.04499999999996,327.9464402173913,292.843125,357.883125,49.136250000000004,49.919673913043475,45.02625,55.330625,45.803749999999994,46.21184782608695,42.135625000000005,50.006249999999994
36,9,0,253.61,247.73510869565217,219.485,271.3425,330.115,323.63978260869567,289.705,352.515,49.96,50.63858695652174,45.8675,56.167500000000004,46.650000000000006,47.262499999999996,42.9025,51.055
37,9,15,251.99,245.23733695652172,219.66375,268.390625,328.31375,320.7658695652174,288.99,348.945625,50.545,51.08630434782608,46.04875,56.543125,47.375,47.85540760869566,43.393125,51.667500000000004
38,9,30,250.10999999999999,242.73956521739132,218.65375,266.02625,325.715,317.89195652173913,289.17375,347.1875,50.7775,51.53402173913044,46.40375,56.386250000000004,47.89,48.448315217391304,44.285,52.225
39,9,45,245.5975,240.24179347826086,216.945,263.200625,322.05875,315.0180434782609,289.0025,343.99250000000006,51.07875,51.98173913043478,46.859375,56.321875,48.4625,49.04122282608696,45.000625,52.689375
40,10,0,242.86,237.74402173913043,216.605,260.99,318.1,312.1441304347826,285.5475,341.0075,51.455,52.429456521739134,47.195,56.835,49.055,49.63413043478261,45.5,53.2375
41,10,15,239.71750000000003,236.27415760869565,214.864375,261.7975,314.48625000000004,310.45646739130433,283.36312499999997,341.49125,52.12625,52.690027173913045,47.64875000000001,57.245625,49.6075,49.979836956521744,45.874375,53.5825
42,10,30,238.69,234.80429347826086,213.79500000000002,262.10625000000005,313.43,308.76880434782606,282.33625,342.765,52.1025,52.950597826086955,47.741249999999994,57.463750000000005,49.625,50.32554347826087,46.15125,53.912499999999994
43,10,45,237.54874999999998,233.3344293478261,212.929375,259.365625,311.28,307.08114130434785,282.400625,339.5375,52.545,53.211168478260866,48.030625,57.613749999999996,49.8925,50.67125,46.395,54.1425
44,11,0,236.055,231.86456521739132,211.54000000000002,256.935,311.17499999999995,305.3934782608696,279.695,335.71500000000003,52.795,53.47173913043478,48.2575,57.9825,50.385000000000005,51.01695652173913,46.807500000000005,54.585
45,11,15,235.33249999999998,230.8091304347826,208.59375,257.375,309.54499999999996,304.1511684782609,276.99625000000003,335.9575,52.99625,53.68038043478261,48.408125,57.9925,51.081250000000004,51.27304347826087,47.27625,55.12125
46,11,30,233.89499999999998,229.75369565217392,205.915,257.13874999999996,307.91499999999996,302.9088586956522,273.78,335.75125,53.155,53.889021739130435,48.427499999999995,58.49875,51.614999999999995,51.52913043478261,47.5775,55.47375
47,11,45,231.60750000000002,228.69826086956525,204.505,255.41000000000003,306.92625,301.66654891304347,271.448125,334.674375,53.35625,54.097663043478256,48.626875,58.938125,51.6875,51.78521739130434,47.84375,55.606874999999995
48,12,0,230.56,227.64282608695652,203.17499999999998,254.78,304.975,300.4242391304348,270.90999999999997,333.105,53.510000000000005,54.30630434782609,48.615,59.302499999999995,51.665,52.04130434782609,48.03,56.0925
49,12,15,230.0825,226.6838586956522,202.718125,254.280625,304.64125,299.2817391304348,270.87375,332.56375,53.79375,54.49385869565218,48.650625,59.504374999999996,51.92875,52.175326086956524,48.064375,56.299375
50,12,30,229.04500000000002,225.7248913043478,201.15875,253.745,303.39250000000004,298.1392391304348,268.14250000000004,331.93875,54.072500000000005,54.68141304347826,48.71625,59.71375,52.015,52.309347826086956,47.9525,56.2975
51,12,45,228.0075,224.76592391304348,198.54125,253.17375,301.62874999999997,296.9967391304348,265.155625,331.261875,54.322500000000005,54.868967391304345,48.828125,59.923125,52.32625,52.44336956521739,47.7675,56.370625000000004
52,13,0,226.93,223.80695652173915,197.255,252.60250000000002,299.395,295.8542391304348,263.5575,330.585,54.489999999999995,55.05652173913043,48.94,60.0925,52.620000000000005,52.57739130434783,47.667500000000004,56.5125
53,13,15,226.84875,223.3467391304348,196.25312499999998,252.32,300.2075,295.29885869565214,262.258125,330.275625,54.47125,55.14445652173913,48.97875,60.293124999999996,52.64,52.61978260869566,47.5025,56.729375
54,13,30,226.7075,222.88652173913044,195.19875,251.48125,299.5375,294.7434782608696,260.95874999999995,330.28875,54.56,55.23239130434783,49.13125,60.47125,52.675,52.66217391304348,47.652499999999996,56.72125
55,13,45,226.28125,222.4263043478261,194.2425,250.525625,299.33124999999995,294.18809782608696,259.65937499999995,328.273125,54.865,55.32032608695653,49.341875,60.610625,52.68375,52.7045652173913,47.883125,56.623125
56,14,0,226.425,221.96608695652176,194.41750000000002,250.26999999999998,299.24,293.6327173913043,258.945,327.89250000000004,54.91,55.40826086956522,49.3775,60.57,52.57,52.746956521739136,48.015,56.43
57,14,15,226.48375,222.07402173913044,194.37687499999998,250.743125,300.07125,293.733152173913,260.620625,328.47625000000005,54.86,55.38845108695652,49.291875,60.684375,52.36875,52.65747282608696,47.86125,56.26625
58,14,30,227.4025,222.18195652173915,194.32375,251.21625,301.21500000000003,293.83358695652174,259.8425,329.06,54.6825,55.368641304347825,49.238749999999996,60.785000000000004,52.082499999999996,52.56798913043478,47.7275,56.10249999999999
59,14,45,228.41625,222.28989130434783,195.50375,251.023125,302.21124999999995,293.93402173913046,261.31,329.64375,54.47,55.34883152173913,49.249375,60.461875,51.94875,52.47850543478261,47.65375,56.023125
60,15,0,228.755,222.3978260869565,197.255,252.5,302.18499999999995,294.0344565217392,262.73749999999995,330.0775,54.29,55.32902173913043,48.8975,60.2775,51.629999999999995,52.389021739130435,47.6275,56.05
61,15,15,230.28625,223.21203804347826,198.236875,252.49375,303.765,294.9614945652174,264.054375,330.119375,53.945,55.18247282608696,48.910624999999996,60.210625,51.269999999999996,52.16836956521739,47.53375,55.980624999999996
62,15,30,230.72500000000002,224.02625,200.4025,252.26749999999998,304.415,295.88853260869564,265.99625000000003,329.96375,53.739999999999995,55.03592391304348,48.92375,60.14375,51.045,51.947717391304344,47.3,56.106249999999996
63,15,45,231.55625,224.84046195652172,199.846875,252.04125,305.93375000000003,296.8155706521739,265.794375,329.729375,53.645,54.889375,48.936875,59.8975,50.7575,51.727065217391306,47.11625,56.162499999999994
64,16,0,232.975,225.65467391304347,199.5475,252.1975,307.435,297.74260869565217,265.1,330.03499999999997,53.505,54.742826086956526,48.935,59.917500000000004,50.785,51.50641304347826,46.9175,55.8925
65,16,15,234.28875,227.61546195652176,202.66375,253.579375,309.0,299.99046195652176,269.36625000000004,331.51374999999996,53.0825,54.40720108695652,48.6775,58.9675,50.5125,51.07875,46.578125,55.49125
66,16,30,235.10000000000002,229.57625,206.7625,255.54125000000002,310.45500000000004,302.2383152173913,273.89625,333.555,52.84,54.07157608695652,48.475,58.3475,50.1375,50.65108695652174,46.09125,54.8
67,16,45,238.26375000000002,231.53703804347828,209.16062499999998,257.108125,311.90999999999997,304.4861684782609,276.561875,335.55125000000004,52.629999999999995,53.735951086956526,48.35249999999999,57.96,49.53375,50.22342391304348,45.736875,54.28
68,17,0,239.41,233.4978260869565,211.39249999999998,259.0475,314.135,306.7340217391304,279.365,337.90999999999997,52.44,53.40032608695652,48.125,57.56,48.705,49.79576086956522,45.167500000000004,53.545
69,17,15,242.78499999999997,236.19426630434785,215.10625,260.94625,318.11,309.83472826086955,283.63625,340.63375,51.942499999999995,52.91663043478261,47.62875,56.84,48.362500000000004,49.30701086956522,44.910624999999996,53.01875
70,17,30,246.935,238.89070652173913,217.96375,263.25874999999996,322.815,312.9354347826087,286.70750000000004,342.83124999999995,51.31,52.4329347826087,47.28,56.42125,47.635000000000005,48.818260869565215,44.21875,52.4925
71,17,45,249.38375000000002,241.58714673913042,219.990625,265.885625,325.78625,316.03614130434784,288.82,345.624375,50.849999999999994,51.94923913043478,46.7475,56.13875,47.324999999999996,48.32951086956521,43.819375,52.293124999999996
72,18,0,252.0,244.28358695652173,221.6375,267.9325,328.085,319.136847826087,291.3175,348.13,50.385,51.46554347826087,46.3375,55.985,47.03,47.84076086956522,43.2675,51.912499999999994
73,18,15,255.5075,247.84016304347824,224.514375,270.38812500000006,331.80375,323.20271739130436,294.468125,351.51375,49.69875,50.82635869565217,45.841875,55.83625,46.2375,47.08986413043478,42.755625,50.640625
74,18,30,258.36,251.39673913043478,228.03500000000003,274.235,335.475,327.26858695652174,297.61875,354.87750000000005,49.025,50.18717391304348,45.566250000000004,55.63250000000001,45.3175,46.33896739130435,41.88125,50.05500000000001
75,18,45,260.53875000000005,254.9533152173913,230.78562499999998,277.88874999999996,338.51375,331.3344565217391,301.295625,358.6075,48.3725,49.54798913043478,44.863125,54.936875,44.5,45.58807065217391,41.108125,49.50125
76,19,0,265.5,258.50989130434783,237.8125,280.7925,343.08500000000004,335.40032608695657,308.26,362.84749999999997,47.64,48.908804347826084,44.495000000000005,54.01,43.790000000000006,44.837173913043486,40.365,48.837500000000006
77,19,15,273.83000000000004,265.5291847826087,248.73187499999997,286.22625,353.9475,343.43980978260873,320.694375,369.40875,46.485,47.6376902173913,43.375625,51.421875,42.396249999999995,43.33089673913044,39.341875,46.866249999999994
78,19,30,279.8675,272.54847826086956,253.45875,295.17,361.055,351.4792934782609,328.7025,378.74375,44.5025,46.36657608695653,42.355000000000004,50.40625,40.8625,41.8246195652174,37.68875,45.58
79,19,45,286.54,279.5677717391304,260.50812499999995,302.725625,369.01125,359.51877717391307,335.24187499999994,388.079375,43.715,45.09546195652174,40.88125,49.298125,39.53375,40.31834239130435,35.94562499999999,43.855625
80,20,0,291.7,286.5870652173913,266.9425,309.2825,375.125,367.55826086956523,344.1375,396.295,42.26,43.82434782608696,39.0925,48.550000000000004,38.055,38.81206521739131,34.105000000000004,42.545
81,20,15,302.85875,297.5368206521739,277.33375,322.36125,388.375,380.1944021739131,355.53875,410.049375,40.0875,41.77622282608696,37.5475,46.82875000000001,36.129999999999995,36.58635869565217,32.54125,40.059375
82,20,30,314.5325,308.4865760869565,287.705,334.225,401.26,392.83054347826084,367.59749999999997,424.77,37.8925,39.72809782608696,35.41625,44.947500000000005,33.8775,34.36065217391304,29.647499999999997,38.17875
83,20,45,326.20624999999995,319.43633152173913,297.29875,346.32500000000005,413.05125,405.4666847826087,376.77187499999997,438.179375,36.3775,37.67997282608695,33.01875,43.067499999999995,31.8625,32.13494565217391,27.375,35.88875
84,21,0,336.42,330.38608695652175,305.0475,356.8975,426.115,418.1028260869565,386.03000000000003,452.8575,34.55,35.63184782608696,30.5675,41.3775,30.23,29.909239130434784,24.9225,33.9225
85,21,15,343.72749999999996,336.12997282608694,310.43375000000003,365.46999999999997,433.62,424.7164673913044,393.64375,461.289375,33.230000000000004,34.64005434782609,29.281875,40.365,28.78,29.017282608695655,23.83875,32.625
86,21,30,351.24,341.8738586956522,316.28249999999997,373.50625,440.16499999999996,431.3301086956522,397.85,469.60875,32.165000000000006,33.64826086956521,27.8925,39.32625,27.6025,28.125326086956523,22.185,32.23625
87,21,45,356.72124999999994,347.6177445652174,322.73875,380.920625,446.73125000000005,437.94374999999997,408.22062500000004,479.385625,31.185000000000002,32.656467391304346,26.72625,38.24,26.5625,27.23336956521739,20.945625,31.898125
88,22,0,359.42,353.3616304347826,328.92,388.3025,452.61,444.5573913043478,413.2625,485.935,29.96,31.66467391304348,25.545,37.325,25.14,26.34141304347826,19.84,32.015
89,22,15,360.07124999999996,353.71970108695655,329.28562500000004,389.234375,451.8625,445.0244836956522,414.170625,486.93499999999995,29.560000000000002,31.597336956521737,25.185625,37.475625,25.45375,26.363451086956523,19.94375,32.021249999999995
90,22,30,359.8075,354.0777717391304,328.75875,388.8025,450.48249999999996,445.4915760869565,413.84625,487.4925,29.4225,31.53,25.01875,37.661249999999995,26.0375,26.385489130434784,19.84,32.012499999999996
91,22,45,359.40375,354.43584239130433,328.5675,388.99625000000003,452.03125,445.9586684782609,415.23875,488.705,29.533749999999998,31.462663043478262,24.88625,37.745625,25.786250000000003,26.407527173913042,19.8925,31.96625
92,23,0,360.915,354.79391304347826,329.6,389.4925,453.845,446.4257608695652,415.3725,489.1825,29.689999999999998,31.39532608695652,24.7825,37.8275,25.455,26.429565217391303,19.869999999999997,31.92
93,23,15,360.1975,352.4710054347826,327.29375,387.674375,449.72125,443.7089130434783,412.76875,486.95125,30.30375,31.768396739130434,25.03,37.69625,25.235,26.48641304347826,19.807499999999997,31.6275
94,23,30,358.9925,350.14809782608694,325.0875,385.52625,449.4425,440.99206521739126,410.27750000000003,483.25124999999997,31.110000000000003,32.141467391304346,25.35,38.5475,25.195,26.543260869565216,19.9625,31.1475
95,23,45,354.79375000000005,347.8251902173913,323.44875,382.58500000000004,446.78249999999997,438.27521739130435,406.77625,481.0525,31.872500000000002,32.51453804347826,25.658125,38.8125,25.5225,26.600108695652175,20.1225,30.92625
